Nº de inscripción;Nombre;Provincia;Municipio;CP;Dirección;Sitio web;Fecha alta;Referencia catastral;Código registral único;Rural;Superficie;Plazas totales;Estudio;Habitaciones dobles;Plazas dobles;Habitaciones individuales;Plazas individuales;Total dormitorios
CV-VUT0057894-V;;VALENCIA/VALÈNCIA;SAGUNT/SAGUNTO;46520;CL MARIA MOLINA, 14, Es:A Pl:01 Pt:B0;;31/03/2025;7241492YJ3974C0006XI;;N;115,00;6;N;3;6;0;0;3
CV-VUT0057937-V;;VALENCIA/VALÈNCIA;SAGUNT/SAGUNTO;46520;CL CASTELLON, 22, Es:1 Pl:02 Pt:05;;31/03/2025;9342903YJ3994S0005SU;;N;65,00;4;N;2;4;0;0;2
CV-VUT0057778-V;;VALENCIA/VALÈNCIA;SAGUNT/SAGUNTO;46520;CL PINTOR SOROLLA, 32, Es:1 Pl:00 Pt:01;;25/03/2025;8939727YJ3983H0001OS;;N;70,00;4;N;2;4;0;0;2
CV-VUT0057497-V;;VALENCIA/VALÈNCIA;SAGUNT/SAGUNTO;46520;AV MEDITERRANEO, 22, Es:1 Pl:00 Pt:02;;25/02/2025;8836205YJ3993E0014OX;;N;53,00;3;N;1;2;1;1;2
CV-VUT0057506-V;;VALENCIA/VALÈNCIA;SAGUNT/SAGUNTO;46520;CL CID CAMPEADOR, 7, Es:2 Pl:05 Pt:19;;26/02/2025;8643305YJ3984S0055OG;;N;105,00;6;N;3;6;0;0;3
CV-VUT0057855-V;;VALENCIA/VALÈNCIA;SAGUNT/SAGUNTO;46500;CL MAR, 56, Es:1 Pl:01 Pt:01;;26/03/2025;9040827YJ3984B0002BX;;N;174,00;8;N;4;8;0;0;4
CV-VUT0057884-V;APT. LA NAU, 2;VALENCIA/VALÈNCIA;SAGUNT/SAGUNTO;46520;CL ANTIGUO HOSPITAL, 14, Es:1 Pl:02 Pt:20;https://www.globalvacacional.com/;10/03/2025;8836601YJ3983N0050DI;;N;83,00;4;N;2;4;0;0;2
CV-VUT0057892-V;;VALENCIA/VALÈNCIA;SAGUNT/SAGUNTO;46500;CL LIRIA, 58, Es:1 Pl:00 Pt:02;;28/03/2025;3754802YJ3935D0002MF;;N;71,00;5;N;2;4;1;1;3
CV-VUT0057753-V;;VALENCIA/VALÈNCIA;SAGUNT/SAGUNTO;46520;CL VIRGEN DEL LOSAR, 24, Es:1 Pl:03 Pt:05;;13/03/2025;9241813YJ3994A0007UX;;N;80,00;4;N;1;2;2;2;3
CV-VUT0057718-V;;VALENCIA/VALÈNCIA;SAGUNT/SAGUNTO;46520;CL VIRGEN DESAMPARADOS, 32, Es:1 Pl:03 Pt:03;;18/03/2025;9040915YJ3993G0004FP;;N;102,00;6;N;3;6;0;0;3
CV-VUT0057719-V;;VALENCIA/VALÈNCIA;SAGUNT/SAGUNTO;46520;CL PABLO IGLESIAS, 21, Es:1 Pl:03 Pt:06;;18/03/2025;8640603YJ3984B0008WT;;N;68,00;5;N;2;4;1;1;3
CV-VUT0057724-V;;VALENCIA/VALÈNCIA;SAGUNT/SAGUNTO;46520;CL VIRGEN DEL LOSAR, 16, Es:1 Pl:01 Pt:01;;20/03/2025;9241809YJ3994A0003JK;;N;76,00;5;N;2;4;1;1;3
CV-VUT0057879-V;;VALENCIA/VALÈNCIA;SAGUNT/SAGUNTO;46520;CL FELIPE II, 30, Es:T Pl:OD Pt:OS;;26/03/2025;9041201YJ3984B0001RZ;;N;75,00;4;N;2;4;0;0;2
CV-VUT0057729-V;Casa Leonides;VALENCIA/VALÈNCIA;SAGUNT/SAGUNTO;46500;CL CRONISTA CHABRE, 25, Es:1 Pl:02 Pt:04;;20/03/2025;3460812YJ3936A0006FI;;N;142,00;8;N;4;8;0;0;4
CV-VUT0057775-V;;VALENCIA/VALÈNCIA;SAGUNT/SAGUNTO;46520;CL SANTS DE LA PEDRA, 12, Es:1 Pl:01 Pt:05;;24/03/2025;4160901YJ3946A0025LW;;N;96,00;5;N;2;4;1;1;3
